tile_id,n_reduce_rows_num,max_row_length,min_row_length,avg_row_length,variance,start_row,end_row
132,120,37,0,4.27,83.55,10299,10419
133,96,31,0,5.33,88.99,10418,10514
134,95,97,0,5.39,132.79,10513,10608
135,80,96,0,6.40,283.71,10607,10687
136,129,25,0,3.97,41.10,10686,10815
137,109,22,0,4.70,57.62,10814,10923
138,100,28,0,5.12,57.35,10922,11022
139,184,34,0,2.78,16.76,11022,11206
140,239,38,0,2.14,18.39,11205,11444
141,85,56,0,6.02,31.93,11443,11528
142,272,40,0,1.88,13.78,11527,11799
143,319,38,0,1.61,10.88,11798,12117
144,245,15,0,2.09,6.04,12116,12361
145,264,24,0,1.94,7.97,12361,12625
146,179,81,0,2.86,40.61,12625,12804
147,207,19,0,2.47,10.54,12803,13010
148,214,15,0,2.39,5.08,13009,13223
149,231,24,0,2.22,7.69,13222,13453
150,211,81,0,2.43,35.44,13452,13663
151,143,15,0,3.58,6.58,13662,13805
152,100,14,0,5.12,11.79,13804,13904
153,145,25,0,3.53,13.21,13903,14048
154,203,39,0,2.52,16.07,14048,14251
155,107,12,0,4.79,19.66,14251,14358
156,280,25,0,1.83,8.71,14357,14637
157,245,76,0,2.09,31.97,14636,14881
158,303,20,0,1.69,9.16,14880,15183
159,248,25,0,2.06,7.67,15182,15430
160,200,39,0,2.56,16.83,15429,15629
161,92,25,0,5.57,22.81,15628,15720
162,209,12,0,2.45,6.13,15720,15929
163,133,28,0,3.85,16.11,15928,16061
164,286,32,0,1.79,10.77,16060,16346
165,205,36,0,2.50,16.78,16345,16550
166,227,32,0,2.26,15.23,16550,16777
167,123,24,0,4.16,11.65,16776,16899
168,149,66,0,3.44,47.25,16898,17047
169,148,74,0,3.46,65.26,17046,17194
170,107,29,0,4.79,63.35,17193,17300
171,54,19,0,9.48,22.43,17300,17354
172,42,25,0,12.19,37.63,17353,17395
173,104,19,0,4.92,27.55,17394,17498
174,104,18,0,4.92,14.21,17497,17601
175,39,25,8,13.13,9.96,17600,17639
176,184,57,0,2.78,33.63,17638,17822
177,310,39,0,1.65,16.13,17821,18131
178,65,26,0,7.88,84.45,18130,18195
179,237,14,0,2.16,8.01,18194,18431
180,257,21,0,1.99,14.73,18431,18688
181,228,27,0,2.25,13.14,18687,18915
182,150,27,0,3.41,13.36,18915,19065
183,95,24,0,5.39,22.87,19064,19159
184,140,58,0,3.66,38.78,19158,19298
185,274,80,0,1.87,48.83,19298,19572
186,259,105,0,1.98,48.35,19571,19830
187,184,27,0,2.78,18.09,19829,20013
188,208,22,0,2.46,11.94,20012,20220
189,207,34,0,2.47,12.14,20219,20426
190,64,31,1,8.00,28.56,20425,20489
191,39,26,9,13.13,13.60,20488,20527
192,98,23,1,5.22,23.83,20527,20625
193,110,32,1,4.65,25.19,20624,20734
194,52,26,1,9.85,35.09,20733,20785
195,169,34,1,3.03,20.73,20785,20954
196,69,22,0,7.42,55.17,20954,21023
197,30,24,3,17.07,15.46,21022,21052
198,28,34,13,18.29,14.85,21051,21079
199,28,30,12,18.29,26.20,21078,21106
200,30,23,2,17.07,19.13,21105,21135
201,29,27,15,17.66,5.54,21134,21163
202,191,34,0,2.68,22.70,21162,21353
203,103,313,0,4.97,930.30,21352,21455
204,436,268,0,1.17,166.07,21454,21890
205,186,34,0,2.75,21.33,21889,22075
206,149,43,0,3.44,43.08,22074,22223
207,114,16,0,4.49,14.39,22222,22336
208,129,16,0,3.97,10.28,22335,22464
209,163,36,0,3.14,26.59,22463,22626
210,149,34,0,3.44,24.78,22625,22774
211,200,57,0,2.56,36.30,22773,22973
212,58,18,0,8.83,42.45,22972,23030
213,126,44,0,4.06,24.33,23029,23155
214,154,15,0,3.32,11.02,23154,23308
215,112,24,0,4.57,16.07,23308,23420
216,198,34,0,2.59,28.25,23419,23617
217,218,111,0,2.35,82.42,23617,23835
218,521,111,0,0.98,32.31,23834,24355
219,261,54,0,1.96,28.96,24354,24615
220,60,44,4,8.53,37.72,24614,24674
221,79,26,1,6.48,13.31,24673,24752
222,151,15,0,3.39,9.31,24751,24902
223,232,24,0,2.21,9.03,24902,25134
224,245,14,0,2.09,5.32,25134,25379
225,243,26,0,2.11,7.34,25378,25621
226,250,30,0,2.05,15.08,25620,25870
227,227,24,0,2.26,12.76,25869,26096
228,127,30,0,4.03,31.50,26095,26222
229,81,15,1,6.32,19.75,26221,26302
230,68,19,6,7.53,6.34,26302,26370
231,56,44,1,9.14,47.44,26369,26425
232,111,54,0,4.61,34.09,26424,26535
233,98,24,1,5.22,24.01,26534,26632
234,221,165,0,2.32,129.09,26631,26852
235,489,111,0,1.05,37.20,26852,27341
236,430,111,0,1.19,37.51,27341,27771
237,185,51,0,2.77,49.28,27770,27955
238,280,42,0,1.83,31.09,27955,28235
239,312,130,0,1.64,73.59,28234,28546
240,194,59,0,2.64,32.53,28546,28740
241,111,49,0,4.61,23.73,28739,28850
242,157,13,0,3.26,7.44,28849,29006
243,178,52,0,2.88,22.97,29005,29183
244,160,20,0,3.20,14.94,29182,29342
245,141,13,0,3.63,9.23,29341,29482
246,160,19,0,3.20,14.00,29482,29642
247,63,16,1,8.13,13.70,29641,29704
248,89,29,0,5.75,17.89,29703,29792
249,94,46,1,5.45,20.63,29791,29885
250,139,46,0,3.68,18.99,29884,30023
251,68,34,0,7.53,36.04,30022,30090
252,43,34,0,11.91,24.27,30089,30132
253,51,24,0,10.04,33.45,30131,30182
254,24,36,0,21.33,204.22,30181,30205
255,18,39,0,28.44,175.58,30204,30222
256,14,39,24,36.57,12.53,30222,30236
257,15,38,11,34.13,72.52,30235,30250
258,19,37,0,26.95,143.21,30249,30268
259,19,39,0,26.95,103.10,30267,30286
260,33,35,0,15.52,214.49,30285,30318
261,33,37,0,15.52,141.58,30317,30350
262,51,24,0,10.04,28.19,30349,30400
263,34,31,6,15.06,28.88,30399,30433
264,41,31,1,12.49,24.49,30432,30473
265,38,33,4,13.47,25.46,30472,30510
266,34,34,0,15.06,26.94,30509,30543
267,40,34,5,12.80,23.71,30542,30582
268,40,34,0,12.80,23.91,30581,30621
269,43,34,0,11.91,84.97,30620,30663
270,47,24,0,10.89,49.84,30662,30709
271,45,34,0,11.38,36.15,30708,30753
272,37,33,4,13.84,17.22,30752,30789
273,39,39,0,13.13,159.29,30788,30827
274,40,26,0,12.80,75.71,30826,30866
275,22,26,7,23.27,24.56,30865,30887
276,17,34,10,30.12,49.16,30886,30903
277,16,34,12,32.00,32.50,30902,30918
278,16,34,14,32.00,30.00,30917,30933
279,16,34,19,32.00,22.50,30932,30948
280,25,34,5,20.48,45.45,30947,30972
281,28,34,11,18.29,51.78,30971,30999
282,21,30,10,24.38,13.76,30998,31019
283,28,34,5,18.29,62.56,31018,31046
284,27,32,14,18.96,17.59,31045,31072
285,24,28,3,21.33,33.39,31071,31095
286,22,34,2,23.27,34.38,31094,31116
287,22,28,20,23.27,3.11,31115,31137
288,17,34,3,30.12,52.69,31136,31153
289,17,34,2,30.12,76.93,31152,31169
290,16,34,13,32.00,31.12,31168,31184
291,17,34,1,30.12,82.46,31183,31200
292,16,34,16,32.00,28.50,31199,31215
293,24,34,0,21.33,237.47,31214,31238
294,16,34,15,32.00,27.62,31237,31253
295,16,33,18,32.00,13.12,31252,31268
296,21,34,1,24.38,175.57,31267,31288
297,34,34,1,15.06,29.64,31287,31321
298,39,34,0,13.13,47.96,31320,31359
299,35,34,1,14.63,24.29,31358,31393
300,23,34,2,22.26,127.15,31392,31415
301,17,33,23,30.12,4.93,31414,31431
302,17,34,4,30.12,50.22,31430,31447
303,35,34,1,14.63,57.72,31446,31481
304,27,34,1,18.96,111.29,31480,31507
305,19,30,7,26.95,44.68,31506,31525
306,17,34,19,30.12,10.93,31524,31541
307,25,34,14,20.48,63.53,31540,31565
308,31,34,4,16.52,22.31,31564,31595
309,21,34,4,24.38,57.57,31594,31615
310,17,32,14,30.12,27.04,31614,31631
311,17,34,2,30.12,69.87,31630,31647
312,16,34,9,32.00,35.75,31646,31662
313,21,34,6,24.38,150.05,31661,31682
314,16,34,16,32.00,28.50,31681,31697
315,16,34,14,32.00,30.00,31696,31712
316,19,34,0,26.95,148.37,31711,31730
317,29,34,12,17.66,34.23,31730,31759
318,28,34,4,18.29,30.78,31758,31786
319,27,34,10,18.96,23.07,31785,31812
320,30,34,3,17.07,29.13,31811,31841
321,23,34,4,22.26,118.45,31840,31863
322,17,33,1,30.12,67.04,31862,31879
323,28,33,1,18.29,44.85,31878,31906
324,27,34,14,18.96,16.55,31905,31932
325,25,34,3,20.48,25.69,31931,31956
326,16,40,0,32.00,149.25,31956,31972
327,17,40,24,30.12,33.63,31971,31988
328,16,34,7,32.00,43.12,31987,32003
329,16,34,5,32.00,49.12,32002,32018
330,17,34,2,30.12,101.87,32017,32034
331,20,34,1,25.60,133.84,32033,32053
332,22,33,11,23.27,95.38,32052,32074
333,20,41,5,25.60,111.14,32073,32093
334,21,41,2,24.38,174.71,32092,32113
335,17,41,1,30.12,187.40,32112,32129
336,17,34,8,30.12,73.63,32128,32145
337,16,34,10,32.00,36.00,32144,32160
338,16,34,12,32.00,32.50,32159,32175
339,18,36,3,28.44,65.25,32174,32192
340,16,37,13,32.00,42.62,32191,32207
341,16,34,16,32.00,19.00,32206,32222
342,16,38,5,32.00,65.75,32221,32237
343,19,38,14,26.95,56.89,32236,32255
344,21,37,7,24.38,55.66,32254,32275
345,20,36,1,25.60,115.04,32274,32294
346,16,40,12,32.00,123.00,32293,32309
347,17,40,3,30.12,150.81,32308,32325
348,17,40,7,30.12,92.81,32324,32341
349,15,38,17,34.13,34.92,32340,32355
350,20,38,10,25.60,87.54,32354,32374
351,17,40,3,30.12,144.81,32373,32390
352,18,38,10,28.44,56.69,32389,32407
353,18,38,15,28.44,43.25,32406,32424
354,17,38,6,30.12,91.75,32423,32440
355,19,38,16,26.95,25.52,32439,32458
356,16,40,1,32.00,125.62,32457,32473
357,18,39,7,28.44,88.25,32472,32490
358,20,39,5,25.60,88.64,32489,32509
359,19,38,7,26.95,93.73,32508,32527
360,14,40,9,36.57,62.10,32526,32540
361,17,36,7,30.12,38.34,32539,32556
362,23,40,7,22.26,67.15,32555,32578
363,20,34,8,25.60,65.84,32577,32597
364,19,37,1,26.95,138.37,32596,32615
365,26,40,2,19.69,77.98,32614,32640
366,20,37,7,25.60,68.24,32639,32659
367,19,40,8,26.95,91.42,32658,32677
368,21,32,5,24.38,53.76,32676,32697
369,21,40,4,24.38,86.33,32696,32717
370,23,36,8,22.26,79.15,32716,32739
371,21,33,8,24.38,71.47,32738,32759
372,20,40,10,25.60,78.84,32758,32778
373,27,41,3,18.96,117.00,32777,32804
374,20,41,11,25.60,116.74,32803,32823
375,18,40,4,28.44,111.14,32822,32840
376,16,40,2,32.00,178.50,32839,32855
377,16,39,13,32.00,81.75,32854,32870
378,16,34,15,32.00,29.12,32869,32885
379,16,34,17,32.00,28.12,32884,32900
380,16,34,17,32.00,23.25,32899,32915
381,16,34,12,32.00,32.50,32914,32930
382,16,34,10,32.00,36.00,32929,32945
383,16,34,8,32.00,40.50,32944,32960
384,24,34,1,21.33,158.22,32959,32983
385,24,34,5,21.33,141.97,32982,33006
386,16,34,7,32.00,43.12,33005,33021
387,16,34,9,32.00,38.12,33020,33036
388,16,34,14,32.00,26.25,33035,33051
389,25,34,0,20.48,93.53,33050,33075
390,16,34,7,32.00,43.12,33074,33090
391,16,34,5,32.00,49.12,33089,33105
392,17,34,1,30.12,105.63,33104,33121
393,16,34,4,32.00,52.50,33120,33136
394,16,34,6,32.00,46.00,33135,33151
395,16,34,9,32.00,37.38,33150,33166
396,16,34,13,32.00,28.75,33165,33181
397,29,34,8,17.66,126.29,33180,33209
398,16,34,14,32.00,30.00,33208,33224
399,16,34,16,32.00,28.50,33223,33239
400,18,35,11,28.44,59.69,33238,33256
401,15,37,24,34.13,16.25,33255,33270
402,16,34,10,32.00,36.00,33269,33285
403,16,34,8,32.00,40.50,33284,33300
404,16,34,6,32.00,45.38,33299,33315
405,16,34,2,32.00,60.00,33314,33330
406,16,34,2,32.00,60.00,33330,33346
407,16,34,5,32.00,48.88,33345,33361
408,17,34,2,30.12,89.63,33360,33377
409,16,34,4,32.00,52.50,33376,33392
410,16,34,6,32.00,46.00,33391,33407
411,16,34,10,32.00,34.38,33406,33422
412,16,34,12,32.00,32.50,33421,33437
413,16,34,14,32.00,30.00,33436,33452
414,16,34,16,32.00,28.50,33451,33467
415,17,34,2,30.12,75.40,33466,33483
416,16,34,16,32.00,28.50,33482,33498
417,16,34,14,32.00,30.00,33497,33513
418,16,34,12,32.00,30.38,33512,33528
419,16,34,8,32.00,40.50,33527,33543
420,16,34,6,32.00,46.00,33542,33558
421,16,34,4,32.00,52.38,33557,33573
422,16,34,2,32.00,60.00,33573,33589
423,16,34,4,32.00,52.50,33588,33604
424,16,34,6,32.00,46.00,33603,33619
425,16,34,9,32.00,37.38,33618,33634
426,16,34,11,32.00,34.12,33633,33649
427,16,34,13,32.00,31.12,33648,33664
428,16,34,17,32.00,24.75,33663,33679
429,18,34,7,28.44,92.80,33678,33696
430,16,34,23,32.00,8.38,33695,33711
431,19,33,0,26.95,73.84,33710,33729
432,19,33,1,26.95,59.31,33728,33747
433,17,34,5,30.12,42.34,33746,33763
434,18,34,20,28.44,9.58,33762,33780
435,19,34,4,26.95,55.10,33779,33798
436,18,34,1,28.44,67.02,33797,33815
437,19,28,17,26.95,9.52,33814,33833
438,18,34,9,28.44,25.25,33832,33850
439,21,34,4,24.38,108.71,33850,33871
440,33,27,7,15.52,10.86,33870,33903
441,21,29,4,24.38,42.81,33902,33923
442,19,33,6,26.95,31.84,33922,33941
443,18,34,5,28.44,42.80,33940,33958
444,20,27,4,25.60,25.74,33957,33977
445,18,33,20,28.44,8.36,33976,33994
446,18,34,3,28.44,58.47,33993,34011
447,17,34,27,30.12,1.63,34010,34027
448,17,34,3,30.12,50.34,34026,34043
449,20,34,7,25.60,38.94,34042,34062
450,19,32,15,26.95,10.79,34061,34080
451,19,34,1,26.95,58.68,34080,34099
452,19,29,16,26.95,11.84,34098,34117
453,18,34,5,28.44,50.14,34116,34134
454,19,34,12,26.95,17.94,34133,34152
455,19,33,10,26.95,28.05,34151,34170
456,19,34,6,26.95,39.10,34169,34188
457,21,29,9,24.38,14.62,34187,34208
458,19,34,10,26.95,29.21,34207,34226
459,23,27,8,22.26,12.89,34225,34248
460,20,34,16,25.60,18.44,34247,34267
461,25,27,3,20.48,27.53,34266,34291
462,23,34,4,22.26,30.11,34290,34313
463,22,30,17,23.27,7.47,34312,34334
464,25,34,4,20.48,22.41,34333,34358
465,25,34,0,20.48,41.53,34357,34382
466,23,34,6,22.26,27.84,34381,34404
467,27,25,3,18.96,16.41,34403,34430
468,22,34,6,23.27,36.02,34429,34451
469,23,34,8,22.26,29.67,34450,34473
470,24,34,11,21.33,21.47,34472,34496
471,25,26,7,20.48,16.97,34495,34520
472,26,33,17,19.69,15.06,34519,34545
473,18,38,6,28.44,90.80,34544,34562
474,19,38,9,26.95,70.47,34561,34580
475,16,34,12,32.00,28.38,34579,34595
476,16,34,5,32.00,49.12,34594,34610
477,16,34,3,32.00,56.12,34609,34625
478,17,34,1,30.12,83.40,34624,34641
479,16,33,23,32.00,7.50,34640,34656
480,23,33,6,22.26,126.02,34655,34678
481,29,32,0,17.66,44.57,34677,34706
482,18,34,4,28.44,39.02,34706,34724
483,18,32,3,28.44,40.47,34723,34741
484,17,34,7,30.12,44.81,34740,34757
485,17,34,15,30.12,26.46,34756,34773
486,18,31,3,28.44,55.02,34772,34790
487,16,34,21,32.00,9.62,34789,34805
488,17,34,12,30.12,39.87,34804,34821
489,18,30,15,28.44,19.47,34820,34838
490,17,34,13,30.12,27.75,34837,34854
491,23,34,12,22.26,106.89,34853,34876
492,32,34,3,16.00,29.44,34875,34907
493,21,34,6,24.38,23.76,34906,34927
494,20,31,7,25.60,33.74,34926,34946
495,15,40,17,34.13,57.05,34945,34960
496,17,40,12,30.12,38.22,34959,34976
497,17,34,18,30.12,10.81,34975,34992
498,17,34,1,30.12,64.57,34992,35009
499,22,29,4,23.27,21.47,35008,35030
500,18,34,1,28.44,66.14,35029,35047
501,18,34,3,28.44,75.69,35046,35064
502,20,34,10,25.60,35.34,35063,35083
503,17,32,21,30.12,8.10,35082,35099
504,17,34,3,30.12,76.34,35098,35115
505,17,40,13,30.12,63.52,35114,35131
506,18,41,11,28.44,67.58,35130,35148
507,19,40,4,26.95,117.73,35147,35166
508,24,38,8,21.33,73.81,35165,35189
509,16,34,4,32.00,52.50,35188,35204
510,16,34,2,32.00,60.00,35203,35219
511,21,34,11,24.38,42.05,35219,35240
512,16,34,13,32.00,31.12,35239,35255
513,16,34,15,32.00,29.12,35254,35270
514,17,37,4,30.12,91.87,35269,35286
515,25,37,1,20.48,65.45,35285,35310
516,15,39,3,34.13,73.32,35309,35324
517,16,34,5,32.00,49.12,35323,35339
518,16,34,7,32.00,43.12,35338,35354
519,15,40,7,34.13,101.85,35353,35368
520,14,40,27,36.57,10.24,35367,35381
521,14,40,12,36.57,50.96,35380,35394
522,14,40,8,36.57,65.67,35393,35407
523,15,39,6,34.13,78.65,35406,35421
524,15,38,4,34.13,86.52,35420,35435
525,14,39,31,36.57,4.10,35434,35448
526,15,39,5,34.13,118.25,35447,35462
527,19,36,18,26.95,30.16,35461,35480
528,16,36,9,32.00,54.00,35479,35495
529,16,37,9,32.00,87.38,35494,35510
530,16,37,4,32.00,69.25,35509,35525
531,26,39,0,19.69,299.06,35524,35550
532,14,40,11,36.57,54.82,35549,35563
533,16,40,1,32.00,164.62,35562,35578
534,14,41,20,36.57,43.39,35577,35591
535,14,41,10,36.57,81.24,35590,35604
536,14,40,2,36.57,98.53,35603,35617
537,14,40,0,36.57,104.67,35616,35630
538,16,40,0,32.00,209.00,35629,35645
539,14,40,2,36.57,92.67,35644,35658
540,14,39,12,36.57,46.67,35658,35672
541,14,39,18,36.57,35.96,35671,35685
542,14,40,20,36.57,26.39,35684,35698
543,14,40,9,36.57,61.10,35697,35711
544,15,39,2,34.13,140.38,35710,35725
545,14,39,16,36.57,33.10,35724,35738
546,14,38,22,36.57,17.39,35737,35751
547,14,40,4,36.57,82.10,35750,35764
548,15,40,2,34.13,158.92,35763,35778
549,14,39,7,36.57,67.53,35777,35791
550,14,40,10,36.57,58.96,35790,35804
551,29,40,0,17.66,345.88,35803,35832
552,15,40,5,34.13,122.52,35831,35846
553,14,40,13,36.57,48.67,35845,35859
554,14,40,25,36.57,20.82,35858,35872
555,14,40,13,36.57,51.24,35871,35885
556,15,40,0,34.13,136.92,35884,35899
557,19,40,0,26.95,281.84,35898,35917
558,14,40,11,36.57,56.10,35916,35930
559,15,37,7,34.13,63.05,35929,35944
560,15,38,13,34.13,69.05,35943,35958
561,15,38,7,34.13,61.72,35957,35972
562,16,36,10,32.00,51.38,35971,35987
563,16,38,15,32.00,31.38,35986,36002
564,16,39,4,32.00,88.88,36001,36017
565,14,40,31,36.57,8.24,36016,36030
566,15,40,3,34.13,106.92,36029,36044
567,16,36,22,32.00,16.25,36043,36059
568,16,38,6,32.00,83.12,36058,36074
569,14,39,26,36.57,9.67,36073,36087
570,17,38,2,30.12,107.52,36086,36103
571,15,39,25,34.13,27.72,36102,36117
572,15,39,7,34.13,69.98,36116,36131
573,16,38,8,32.00,106.50,36130,36146
574,14,40,16,36.57,41.39,36145,36159
575,15,39,16,34.13,67.18,36158,36173
576,16,38,22,32.00,33.62,36172,36188
577,17,39,13,30.12,59.28,36187,36204
578,16,38,7,32.00,122.75,36203,36219
579,14,38,28,36.57,7.24,36218,36232
580,15,38,5,34.13,87.32,36231,36246
581,15,38,5,34.13,79.72,36245,36260
582,14,38,33,36.57,2.24,36259,36273
583,15,38,4,34.13,69.98,36272,36287
584,14,40,10,36.57,55.82,36286,36300
585,16,39,5,32.00,129.75,36299,36315
586,16,39,9,32.00,70.50,36314,36330
587,15,39,25,34.13,34.12,36329,36344
588,17,38,3,30.12,79.99,36343,36360
589,17,38,4,30.12,73.40,36359,36376
590,15,39,9,34.13,71.45,36375,36390
591,17,39,16,30.12,53.04,36389,36406
592,16,39,9,32.00,95.75,36405,36421
593,14,40,12,36.57,52.10,36420,36434
594,15,39,15,34.13,44.92,36433,36448
595,15,38,10,34.13,76.12,36447,36462
596,18,38,15,28.44,56.69,36461,36479
597,22,31,4,23.27,57.47,36478,36500
598,27,34,6,18.96,23.96,36499,36526
599,17,39,15,30.12,59.99,36525,36542
600,17,39,13,30.12,87.40,36541,36558
601,17,35,14,30.12,27.40,36557,36574
602,25,39,7,20.48,68.25,36573,36598
603,22,41,0,23.27,113.20,36597,36619
604,16,33,23,32.00,7.50,36618,36634
605,17,33,6,30.12,63.04,36633,36650
606,17,34,0,30.12,71.75,36649,36666
607,16,34,13,32.00,31.12,36665,36681
608,16,34,11,32.00,34.12,36680,36696
609,16,38,9,32.00,91.38,36695,36711
610,19,38,8,26.95,53.42,36710,36729
611,18,37,8,28.44,78.47,36728,36746
612,22,35,11,23.27,91.93,36745,36767
613,19,38,2,26.95,114.37,36766,36785
614,14,39,26,36.57,10.24,36784,36798
615,19,39,2,26.95,152.58,36797,36816
616,29,36,0,17.66,247.95,36815,36844
617,16,38,1,32.00,70.88,36843,36859
618,16,39,0,32.00,133.88,36858,36874
619,15,38,26,34.13,7.58,36874,36889
620,16,37,10,32.00,46.62,36888,36904
621,17,37,6,30.12,80.34,36903,36920
622,15,39,23,34.13,25.18,36919,36934
623,17,37,3,30.12,77.87,36933,36950
624,15,39,5,34.13,89.58,36949,36964
625,15,39,21,34.13,20.78,36963,36978
626,18,39,1,28.44,102.80,36977,36995
627,15,39,21,34.13,24.38,36994,37009
628,17,38,2,30.12,133.40,37008,37025
629,16,39,24,32.00,29.00,37024,37040
630,15,39,10,34.13,64.92,37040,37055
631,15,39,7,34.13,77.72,37054,37069
632,17,39,20,30.12,31.87,37068,37085
