tile_id,n_reduce_rows_num,max_row_length,min_row_length,avg_row_length,variance,start_row,end_row
258,101,20,1,5.07,10.54,1682702,1682803
259,108,19,1,4.74,8.17,1682802,1682910
260,85,18,1,6.02,8.31,1682909,1682994
261,95,11,1,5.39,5.65,1682993,1683088
262,98,17,1,5.22,8.77,1683087,1683185
263,98,19,1,5.22,8.17,1683184,1683282
264,105,12,1,4.88,5.75,1683281,1683386
265,110,14,0,4.65,8.32,1683385,1683495
266,110,16,0,4.65,9.01,1683494,1683604
267,158,14,0,3.24,7.11,1683603,1683761
268,98,15,0,5.22,10.28,1683760,1683858
269,112,16,1,4.57,8.73,1683857,1683969
270,101,13,0,5.07,6.58,1683968,1684069
271,108,12,1,4.74,7.36,1684068,1684176
272,105,18,1,4.88,8.68,1684176,1684281
273,90,14,1,5.69,9.13,1684280,1684370
274,101,15,1,5.07,7.89,1684369,1684470
275,99,21,1,5.17,10.36,1684469,1684568
276,107,12,1,4.79,5.42,1684567,1684674
277,100,19,1,5.12,9.17,1684673,1684773
278,105,13,0,4.88,9.25,1684772,1684877
279,157,19,0,3.26,9.59,1684877,1685034
280,100,29,0,5.12,18.33,1685034,1685134
281,114,12,0,4.49,7.34,1685134,1685248
282,118,14,0,4.34,7.00,1685247,1685365
283,109,11,1,4.70,5.84,1685364,1685473
284,98,15,1,5.22,7.73,1685473,1685571
285,112,15,0,4.57,7.99,1685570,1685682
286,97,15,1,5.28,8.94,1685681,1685778
287,100,14,0,5.12,8.37,1685777,1685877
288,93,11,1,5.51,5.11,1685877,1685970
289,108,13,1,4.74,6.17,1685970,1686078
290,98,21,0,5.22,9.81,1686077,1686175
291,99,24,0,5.17,11.46,1686174,1686273
292,159,12,0,3.22,6.61,1686272,1686431
293,106,14,0,4.83,10.78,1686431,1686537
294,109,12,0,4.70,5.61,1686536,1686645
295,106,14,0,4.83,6.31,1686644,1686750
296,107,14,0,4.79,8.54,1686749,1686856
297,106,17,0,4.83,7.50,1686856,1686962
298,96,18,1,5.33,7.35,1686961,1687057
299,100,13,0,5.12,7.23,1687056,1687156
300,99,16,0,5.17,6.69,1687155,1687254
301,111,13,0,4.61,6.11,1687253,1687364
302,98,15,1,5.22,7.56,1687363,1687461
303,98,18,0,5.22,10.79,1687460,1687558
304,106,14,0,4.83,8.22,1687557,1687663
305,172,18,0,2.98,7.87,1687662,1687834
306,103,18,0,4.97,9.27,1687833,1687936
307,115,13,1,4.45,6.63,1687935,1688050
308,95,18,1,5.39,8.62,1688049,1688144
309,104,14,1,4.92,8.26,1688143,1688247
310,101,14,0,5.07,6.94,1688246,1688347
311,109,11,0,4.70,5.92,1688346,1688455
312,110,15,0,4.65,8.21,1688455,1688565
313,98,15,1,5.22,9.40,1688565,1688663
314,130,11,0,3.94,7.30,1688662,1688792
315,149,15,0,3.44,9.00,1688791,1688940
316,110,11,1,4.65,6.03,1688939,1689049
317,130,13,0,3.94,7.15,1689049,1689179
318,104,12,1,4.92,8.13,1689178,1689282
319,103,19,1,4.97,10.84,1689281,1689384
320,92,29,0,5.57,12.90,1689383,1689475
321,102,15,1,5.02,7.65,1689474,1689576
322,99,16,1,5.17,8.89,1689575,1689674
323,92,12,1,5.57,7.81,1689673,1689765
324,103,15,0,4.97,9.21,1689764,1689867
325,97,15,0,5.28,8.41,1689866,1689963
326,175,13,0,2.93,6.56,1689963,1690138
327,111,18,0,4.61,8.54,1690138,1690249
328,104,13,1,4.92,7.19,1690249,1690353
329,101,13,1,5.07,7.43,1690352,1690453
330,90,37,0,5.69,22.30,1690452,1690542
331,94,14,0,5.45,9.95,1690542,1690636
332,100,19,1,5.12,8.27,1690635,1690735
333,107,18,1,4.79,7.78,1690734,1690841
334,92,17,0,5.57,10.31,1690840,1690932
335,108,18,0,4.74,9.80,1690931,1691039
336,128,21,0,4.00,11.95,1691038,1691166
337,90,14,0,5.69,7.30,1691165,1691255
338,130,11,0,3.94,4.43,1691254,1691384
339,103,12,0,4.97,7.31,1691384,1691487
340,107,14,1,4.79,7.89,1691486,1691593
341,104,17,1,4.92,8.15,1691592,1691696
342,104,19,1,4.92,7.71,1691696,1691800
343,105,15,0,4.88,7.58,1691800,1691905
344,97,12,1,5.28,7.00,1691904,1692001
345,105,17,0,4.88,10.30,1692000,1692105
346,165,12,0,3.10,7.07,1692104,1692269
347,103,28,0,4.97,11.95,1692268,1692371
348,113,15,0,4.53,7.97,1692370,1692483
349,98,36,0,5.22,15.68,1692483,1692581
350,103,16,0,4.97,9.29,1692580,1692683
351,90,24,1,5.69,10.41,1692683,1692773
352,94,15,0,5.45,6.33,1692772,1692866
353,96,14,0,5.33,8.28,1692866,1692962
354,94,12,1,5.45,6.55,1692961,1693055
355,93,13,0,5.51,7.63,1693054,1693147
356,92,14,0,5.57,10.01,1693147,1693239
357,104,14,0,4.92,7.90,1693239,1693343
358,155,12,0,3.30,7.48,1693342,1693497
359,125,15,0,4.10,7.53,1693496,1693621
360,94,16,0,5.45,10.72,1693620,1693714
361,93,12,1,5.51,7.05,1693713,1693806
362,90,16,1,5.69,10.21,1693805,1693895
363,100,15,1,5.12,6.73,1693894,1693994
364,107,13,0,4.79,9.57,1693993,1694100
365,99,16,1,5.17,9.21,1694099,1694198
366,160,15,0,3.20,8.89,1694197,1694357
367,108,21,0,4.74,8.56,1694356,1694464
368,121,11,0,4.23,7.04,1694463,1694584
369,113,26,0,4.53,9.45,1694583,1694696
370,93,17,0,5.51,10.16,1694696,1694789
371,109,12,1,4.70,5.83,1694788,1694897
372,101,12,1,5.07,5.93,1694896,1694997
373,100,16,1,5.12,7.77,1694996,1695096
374,92,15,1,5.57,7.40,1695095,1695187
375,109,13,1,4.70,6.39,1695186,1695295
376,98,15,0,5.22,9.44,1695294,1695392
377,125,14,0,4.10,8.82,1695392,1695517
378,116,21,0,4.41,11.16,1695516,1695632
379,127,15,0,4.03,6.31,1695631,1695758
380,102,19,1,5.02,8.59,1695757,1695859
381,102,11,0,5.02,6.27,1695859,1695961
382,98,12,0,5.22,8.32,1695960,1696058
383,92,19,1,5.57,10.48,1696057,1696149
384,105,19,1,4.88,7.71,1696148,1696253
385,95,14,0,5.39,7.35,1696252,1696347
386,121,11,0,4.23,6.41,1696347,1696468
387,129,16,0,3.97,10.81,1696467,1696596
388,89,13,0,5.75,10.32,1696595,1696684
389,115,17,0,4.45,7.64,1696683,1696798
390,122,14,0,4.20,6.03,1696798,1696920
391,98,17,1,5.22,9.36,1696919,1697017
392,113,11,0,4.53,5.01,1697016,1697129
393,96,15,1,5.33,8.20,1697129,1697225
394,99,13,1,5.17,5.92,1697224,1697323
395,111,13,1,4.61,6.31,1697323,1697434
396,109,23,1,4.70,10.12,1697433,1697542
397,109,12,0,4.70,7.17,1697541,1697650
398,106,21,0,4.83,9.59,1697649,1697755
399,110,14,0,4.65,7.52,1697754,1697864
400,138,23,0,3.71,11.31,1697863,1698001
401,124,15,0,4.13,6.50,1698000,1698124
402,110,11,0,4.65,6.32,1698123,1698233
403,105,17,1,4.88,9.29,1698232,1698337
404,83,24,1,6.17,17.75,1698336,1698419
405,102,12,1,5.02,4.78,1698418,1698520
406,97,14,0,5.28,6.43,1698519,1698616
407,99,14,1,5.17,5.76,1698615,1698714
408,107,12,1,4.79,7.53,1698713,1698820
409,92,16,1,5.57,11.20,1698819,1698911
410,102,14,0,5.02,8.20,1698910,1699012
411,166,21,0,3.08,7.98,1699011,1699177
412,112,24,0,4.57,15.73,1699176,1699288
413,104,13,0,4.92,7.61,1699287,1699391
414,116,13,0,4.41,7.28,1699391,1699507
415,100,14,0,5.12,8.95,1699506,1699606
416,97,23,1,5.28,11.40,1699605,1699702
417,99,16,0,5.17,7.76,1699701,1699800
418,94,12,1,5.45,6.06,1699800,1699894
419,98,15,0,5.22,7.91,1699894,1699992
420,102,12,1,5.02,8.41,1699991,1700093
421,101,14,1,5.07,7.81,1700092,1700193
422,100,14,0,5.12,8.69,1700192,1700292
423,93,18,0,5.51,11.37,1700291,1700384
424,96,22,0,5.33,13.74,1700383,1700479
425,127,15,0,4.03,9.70,1700478,1700605
426,145,16,0,3.53,9.77,1700604,1700749
427,103,14,1,4.97,6.59,1700748,1700851
428,126,13,0,4.06,5.52,1700851,1700977
429,103,13,1,4.97,8.11,1700976,1701079
430,96,12,1,5.33,5.85,1701078,1701174
431,100,14,0,5.12,8.91,1701174,1701274
432,93,21,0,5.51,9.97,1701273,1701366
433,87,17,2,5.89,7.46,1701365,1701452
434,96,12,0,5.33,7.91,1701451,1701547
435,108,14,1,4.74,6.67,1701546,1701654
436,107,12,1,4.79,7.51,1701653,1701760
437,92,20,0,5.57,12.53,1701760,1701852
438,156,13,0,3.28,7.64,1701851,1702007
439,113,17,0,4.53,11.06,1702006,1702119
440,99,14,0,5.17,7.66,1702118,1702217
441,128,11,0,4.00,4.95,1702217,1702345
442,119,12,0,4.30,6.85,1702345,1702464
443,107,12,1,4.79,8.28,1702463,1702570
444,106,13,0,4.83,6.93,1702569,1702675
445,104,13,1,4.92,7.13,1702674,1702778
446,85,18,1,6.02,11.55,1702777,1702862
447,101,12,1,5.07,6.08,1702861,1702962
448,94,11,1,5.45,4.48,1702961,1703055
449,96,15,1,5.33,7.26,1703054,1703150
450,96,12,1,5.33,7.60,1703149,1703245
451,112,13,0,4.57,6.76,1703244,1703356
452,105,14,0,4.88,7.75,1703355,1703460
453,90,25,1,5.69,12.55,1703460,1703550
454,94,15,0,5.45,10.44,1703549,1703643
455,160,11,0,3.20,5.94,1703642,1703802
456,134,14,0,3.82,9.71,1703801,1703935
457,113,17,0,4.53,11.59,1703934,1704047
458,118,12,0,4.34,6.46,1704046,1704164
459,98,14,0,5.22,8.05,1704164,1704262
460,84,17,1,6.10,10.49,1704261,1704345
461,112,15,0,4.57,6.87,1704344,1704456
462,95,12,1,5.39,6.47,1704455,1704550
463,86,14,1,5.95,8.56,1704549,1704635
464,97,14,1,5.28,9.58,1704635,1704732
465,94,14,1,5.45,9.44,1704731,1704825
466,91,15,0,5.63,8.21,1704824,1704915
467,99,14,1,5.17,8.65,1704914,1705013
468,104,16,1,4.92,7.65,1705012,1705116
469,109,12,1,4.70,6.96,1705115,1705224
470,105,14,0,4.88,9.06,1705223,1705328
471,95,17,0,5.39,12.60,1705327,1705422
472,111,18,0,4.61,8.47,1705421,1705532
473,115,14,0,4.45,7.05,1705532,1705647
474,124,14,0,4.13,8.37,1705646,1705770
475,104,13,0,4.92,5.76,1705769,1705873
476,89,18,1,5.75,12.88,1705872,1705961
477,101,15,0,5.07,8.76,1705961,1706062
478,101,14,0,5.07,6.08,1706061,1706162
479,102,21,0,5.02,8.63,1706162,1706264
480,85,17,0,6.02,10.49,1706263,1706348
481,105,14,0,4.88,7.71,1706348,1706453
482,98,15,1,5.22,6.30,1706452,1706550
483,104,14,0,4.92,7.36,1706549,1706653
484,90,19,1,5.69,10.28,1706652,1706742
485,164,16,0,3.12,8.44,1706741,1706905
486,144,11,0,3.56,6.89,1706904,1707048
487,124,13,0,4.13,8.39,1707047,1707171
488,102,12,0,5.02,8.63,1707170,1707272
489,120,11,0,4.27,6.33,1707271,1707391
490,96,12,0,5.33,8.45,1707390,1707486
491,99,13,1,5.17,8.10,1707486,1707585
492,115,11,0,4.45,5.78,1707584,1707699
493,88,18,1,5.82,9.65,1707698,1707786
494,90,14,2,5.69,6.70,1707785,1707875
495,97,17,1,5.28,10.12,1707874,1707971
496,94,24,0,5.45,12.29,1707970,1708064
497,96,19,0,5.33,10.33,1708063,1708159
498,106,11,1,4.83,5.80,1708159,1708265
499,119,14,0,4.30,6.14,1708264,1708383
500,91,18,1,5.63,11.95,1708382,1708473
501,105,19,0,4.88,12.78,1708473,1708578
502,155,12,0,3.30,7.37,1708577,1708732
503,104,17,0,4.92,11.42,1708731,1708835
504,123,12,0,4.16,6.93,1708834,1708957
505,120,12,0,4.27,6.40,1708956,1709076
506,97,11,1,5.28,6.51,1709075,1709172
507,90,17,1,5.69,10.61,1709171,1709261
508,111,20,1,4.61,9.44,1709260,1709371
509,95,17,0,5.39,7.90,1709370,1709465
510,90,15,1,5.69,7.10,1709465,1709555
511,84,13,1,6.10,7.40,1709554,1709638
512,102,12,1,5.02,6.18,1709637,1709739
513,101,15,1,5.07,8.06,1709739,1709840
514,123,12,0,4.16,5.88,1709839,1709962
515,101,12,1,5.07,7.45,1709961,1710062
516,154,13,0,3.32,8.54,1710061,1710215
517,111,14,0,4.61,14.06,1710214,1710325
518,105,16,0,4.88,11.65,1710325,1710430
519,99,19,0,5.17,12.02,1710429,1710528
520,128,12,0,4.00,6.92,1710527,1710655
521,107,16,0,4.79,8.24,1710655,1710762
522,105,15,1,4.88,7.67,1710761,1710866
523,102,22,1,5.02,8.61,1710865,1710967
524,88,19,1,5.82,9.22,1710966,1711054
525,102,15,0,5.02,7.88,1711053,1711155
526,84,24,1,6.10,15.56,1711154,1711238
527,98,16,1,5.22,6.99,1711237,1711335
528,102,25,0,5.02,10.08,1711334,1711436
529,119,11,0,4.30,6.14,1711435,1711554
530,96,17,0,5.33,12.22,1711553,1711649
531,113,17,0,4.53,7.58,1711648,1711761
532,107,11,0,4.79,6.41,1711760,1711867
533,118,16,0,4.34,12.80,1711867,1711985
534,106,11,1,4.83,6.22,1711984,1712090
535,110,11,1,4.65,6.68,1712089,1712199
536,131,11,0,3.91,5.43,1712198,1712329
537,93,23,0,5.51,10.12,1712329,1712422
538,87,22,2,5.89,12.86,1712421,1712508
539,116,10,0,4.41,4.85,1712508,1712624
540,92,13,1,5.57,7.48,1712623,1712715
541,94,14,1,5.45,7.40,1712715,1712809
542,104,13,1,4.92,7.57,1712808,1712912
543,85,15,1,6.02,10.00,1712911,1712996
544,94,16,1,5.45,7.82,1712995,1713089
545,95,16,1,5.39,7.99,1713089,1713184
546,119,12,0,4.30,6.38,1713184,1713303
547,113,18,0,4.53,8.30,1713302,1713415
548,163,14,0,3.14,6.93,1713414,1713577
549,119,18,0,4.30,11.59,1713577,1713696
550,134,12,0,3.82,6.94,1713695,1713829
551,109,20,1,4.70,8.08,1713828,1713937
552,102,14,0,5.02,8.65,1713937,1714039
553,90,15,1,5.69,8.88,1714038,1714128
554,118,18,1,4.34,6.12,1714127,1714245
555,87,19,1,5.89,13.21,1714244,1714331
556,92,16,1,5.57,8.57,1714330,1714422
557,87,18,1,5.89,11.09,1714422,1714509
558,93,12,1,5.51,5.93,1714508,1714601
559,115,16,0,4.45,8.18,1714600,1714715
560,96,14,1,5.33,7.62,1714715,1714811
561,95,19,1,5.39,11.29,1714810,1714905
562,93,24,1,5.51,11.33,1714904,1714997
563,129,19,0,3.97,10.39,1714996,1715125
564,157,13,0,3.26,6.96,1715124,1715281
565,113,15,0,4.53,9.47,1715280,1715393
566,103,14,1,4.97,6.20,1715392,1715495
567,116,13,0,4.41,6.48,1715494,1715610
568,96,20,0,5.33,10.72,1715610,1715706
569,100,17,1,5.12,10.31,1715705,1715805
570,93,14,0,5.51,6.21,1715805,1715898
571,94,17,0,5.45,8.99,1715897,1715991
572,97,11,1,5.28,6.49,1715990,1716087
573,110,13,0,4.65,5.57,1716086,1716196
574,102,14,1,5.02,7.29,1716195,1716297
575,98,14,0,5.22,6.60,1716297,1716395
576,104,15,0,4.92,10.15,1716395,1716499
577,174,22,0,2.94,7.46,1716498,1716672
578,118,22,0,4.34,13.94,1716672,1716790
